num_interests,reach
0,0
0,2124458.3707564
0,118446328.69178
0,163067898.62915
0,260521893.2228
0,281562017.34575
0,288554014.01558
0,292111259.01706
0,295473732.97744
0,296756222.24519
0,297531813.40473
0,298097970.479
0,298412956.49518
0,298611486.58962
0,298815996.14137
0,298919471.16784
0,0
0,594412.49091162
0,11502610.902448
0,14373715.364795
0,18582897.073257
0,19300633.265976
0,19541636.607636
0,19663539.270398
0,19780674.893147
0,19831075.920559
0,19858033.970238
0,19878038.035578
0,19889219.616641
0,19897562.291072
0,19903259.44067
0,19905991.562466
1,0
1,32585.30012566
1,117334.71433323
1,138249.0004623
1,168441.44008663
1,173379.60579685
1,175183.84815237
1,176015.882935
1,177065.23394921
1,177416.56989195
1,177675.16918495
1,177792.32562397
1,177893.94381051
1,178079.54009823
1,178143.48100855
1,178164.50695893
2,0
2,6124.1072144563
2,30599.193765412
2,40043.949134205
2,53933.753854196
2,56055.228295793
2,56805.40955928
2,57178.038528538
2,57569.633976848
2,57716.302106762
2,57785.697366432
2,57834.416030406
2,57856.446731136
2,57987.696308852
2,58015.447140175
2,58022.165920695
3,0
3,1063.7903704197
3,6478.211897911
3,9624.0254419678
3,14474.478351841
3,15411.806815037
3,15813.548447539
3,16026.483256681
3,16167.407002127
3,16259.082942792
3,16320.226544049
3,16352.740820517
3,16373.941726639
3,16448.225212471
3,16453.755909639
3,16453.755909639
4,0
4,178.31959129141
4,578.357628836
4,866.03585375827
4,1377.9030985051
4,1461.1320731309
4,1489.5975143514
4,1498.188270047
4,1510.2410282623
4,1524.6110300261
4,1539.1644089306
4,1552.5218272553
4,1556.1725051648
4,1556.1725051648
4,1556.1725051648
4,1556.1725051648
5,0
5,72.912287700312
5,246.24996815791
5,392.58534630924
5,675.20156895335
5,700.74015031532
5,724.17884679735
5,731.82419338314
5,742.55055054374
5,755.3391395591
5,768.29092513669
5,778.32494454236
5,781.57386685842
5,781.57386685842
5,781.57386685842
5,781.57386685842
6,0
6,70.3082774253
6,237.45532643798
6,378.56444108391
6,651.08722720502
6,675.71371637549
6,698.31531655459
6,705.68761504803
6,716.03088802432
6,728.36274171771
6,740.85196352466
6,750.52762509441
6,753.66051447062
6,753.66051447062
6,753.66051447062
6,753.66051447062
7,0
7,0
7,0
7,0
7,208.9765742762
7,208.9765742762
7,208.9765742762
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
7,239.55650242677
8,0
8,0
8,0
8,0
8,208.9765742762
8,208.9765742762
8,208.9765742762
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
8,239.55650242677
9,0
9,0
9,0
9,0
9,415.71810497726
9,415.71810497726
9,415.71810497726
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
9,476.55090322331
10,0
10,0
10,0
10,0
10,208.9765742762
10,208.9765742762
10,208.9765742762
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
10,239.55650242677
11,0
11,0
11,0
11,0
11,208.9765742762
11,208.9765742762
11,208.9765742762
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
11,239.55650242677
12,0
12,0
12,0
12,0
12,208.9765742762
12,208.9765742762
12,208.9765742762
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
12,239.55650242677
13,0
13,0
13,0
13,0
13,208.9765742762
13,208.9765742762
13,208.9765742762
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
13,239.55650242677
0,0
0,2124458.3707564
0,118446328.69178
0,163067898.62915
0,260521893.2228
0,281562017.34575
0,288554014.01558
0,292111259.01706
0,295473732.97744
0,296756222.24519
0,297531813.40473
0,298097970.479
0,298412956.49518
0,298611486.58962
0,298815996.14137
0,298919471.16784
0,0
0,594412.49091162
0,11502610.902448
0,14373715.364795
0,18582897.073257
0,19300633.265976
0,19541636.607636
0,19663539.270398
0,19780674.893147
0,19831075.920559
0,19858033.970238
0,19878038.035578
0,19889219.616641
0,19897562.291072
0,19903259.44067
0,19905991.562466
1,0
1,26910.659751893
1,3030999.7526089
1,4160964.280884
1,5941739.2604159
1,6234972.4290392
1,6335421.0200256
1,6378561.1080222
1,6421443.2966878
1,6437746.1946163
1,6448517.2874888
1,6454049.958213
1,6458125.6256037
1,6461257.5083343
1,6463672.9549769
1,6466552.2906826
2,0
2,544.53961008256
2,535951.80622555
2,839209.86794128
2,1362511.5987696
2,1460373.0079534
2,1493615.8040361
2,1509867.1790772
2,1523943.7897907
2,1530798.0218037
2,1534641.3232903
2,1537198.2705151
2,1538520.2101373
2,1539817.5381082
2,1540449.0984552
2,1540955.8935998
3,0
3,599.18463621275
3,514268.1997524
3,811790.19181388
3,1322708.2952002
3,1418612.2612352
3,1450235.9401917
3,1466015.1618452
3,1480335.1461119
3,1486806.3131775
3,1490243.3251564
3,1492362.9475052
3,1493813.8756196
3,1495335.2924742
3,1495989.8024762
3,1496482.6463939
4,0
4,8.9845072974667
4,420830.6175974
4,688588.41567999
4,1154991.6512634
4,1243120.7982601
4,1272993.8672914
4,1287078.5255821
4,1300299.9408633
4,1306418.7765882
4,1309750.5719997
4,1312041.7337466
4,1313322.2387849
4,1314165.7662399
4,1314735.610978
4,1315175.2695394
5,0
5,526.56369136197
5,421212.4705767
5,683779.75344785
5,1137950.7277798
5,1223906.5048825
5,1253399.7338757
5,1266979.5600543
5,1279901.3253223
5,1285554.0223635
5,1288550.1199703
5,1290915.7414117
5,1292221.0202453
5,1293095.8133432
5,1293594.6751142
5,1293976.6071378
6,0
6,465.76971947676
6,404576.11717088
6,663107.0497126
6,1113905.5731825
6,1199247.920055
6,1227889.83036
6,1241408.4322721
6,1254450.5101535
6,1260193.4943527
6,1263285.8652857
6,1265328.638201
6,1266570.6672546
6,1267363.1020606
6,1267795.310803
6,1268161.371657
7,0
7,47.311071397547
7,396779.1499838
7,648823.67415816
7,1089816.1459289
7,1173109.5828002
7,1200867.5189092
7,1214387.61102
7,1227221.6963163
7,1232963.4023523
7,1236170.5625907
7,1238453.9854528
7,1239837.2447803
7,1240652.7343196
7,1241118.4705442
7,1241458.1194499
8,0
8,55.490944909646
8,372936.93682564
8,617471.22407946
8,1040370.3024598
8,1121461.7510033
8,1149080.8750475
8,1162008.6483282
8,1174215.3171335
8,1179612.0157835
8,1182577.14359
8,1184745.9372378
8,1185960.5708084
8,1186730.1672073
8,1187142.9584293
8,1187476.8773358
9,0
9,55.490944909646
9,372936.93682564
9,617471.22407946
9,1040370.3024598
9,1121461.7510033
9,1149080.8750475
9,1162008.6483282
9,1174215.3171335
9,1179612.0157835
9,1182577.14359
9,1184745.9372378
9,1185960.5708084
9,1186730.1672073
9,1187142.9584293
9,1187476.8773358
10,0
10,95.693059254588
10,299208.10801705
10,489633.87970101
10,806942.92932779
10,864853.71794023
10,883729.41533761
10,892730.5922272
10,901331.34251642
10,905024.3550037
10,907182.21056719
10,908514.54943506
10,909498.37965253
10,910005.43768527
10,910338.4236857
10,910558.09415752
11,0
11,281.31191165757
11,172855.41257433
11,275917.9565487
11,446128.50143552
11,478496.74717274
11,489304.06560348
11,494606.1541461
11,499718.93926588
11,502135.35272701
11,503559.4920617
11,504517.75782151
11,505166.61198778
11,505546.46446839
11,505731.06278183
11,505886.27654952
12,0
12,519.76117062863
12,174424.57408777
12,278769.06269755
12,449934.68203471
12,482245.86954081
12,493125.41567851
12,498454.07313993
12,503554.49697861
12,505976.18545437
12,507380.76547785
12,508307.47014578
12,508925.66300316
12,509300.99633559
12,509482.73983828
12,509645.63969634
13,0
13,809.67677368637
13,112388.31723638
13,177927.08969958
13,286375.74989411
13,307785.28811587
13,314999.19052905
13,318699.35295583
13,322164.65777846
13,323966.13983235
13,324959.71965663
13,325646.85002417
13,326098.59744149
13,326398.20887421
13,326545.97682718
13,326667.61625777
14,0
14,940.5278923766
14,46096.772981493
14,71858.213564195
14,112225.77258319
14,119793.4325059
14,122335.94852866
14,123574.78539111
14,124694.59351987
14,125299.00632789
14,125550.01866167
14,125850.86879442
14,126045.09290769
14,126138.35365996
14,126188.58346722
14,126244.60097674
15,0
15,1052.4780348331
15,46593.559609407
15,72095.397137321
15,112325.05508611
15,119883.9093875
15,122401.29991593
15,123605.05238242
15,124740.29023253
15,125344.64074485
15,125603.79864394
15,125900.69504166
15,126091.25200666
15,126183.87264226
15,126235.8607208
15,126293.83909746
16,0
16,905.75636056529
16,45906.207952879
16,71522.565233316
16,111670.6237387
16,119189.75926801
16,121727.58256522
16,122956.53730568
16,124073.45258917
16,124675.25958565
16,124917.34767251
16,125215.17466751
16,125408.47813236
16,125501.80790469
16,125552.07488584
16,125608.13385259
17,0
17,940.93033264305
17,45824.54689395
17,71382.165609262
17,111529.14713942
17,119051.38327303
17,121589.46374967
17,122818.03510824
17,123937.05448342
17,124538.67374157
17,124780.6863072
17,125078.42039277
17,125271.66355511
17,125364.9642125
17,125415.21551248
17,125471.2569912
18,0
18,757.81312459632
18,24230.158371622
18,39077.18069499
18,62000.498783506
18,66040.126746147
18,67476.780929458
18,68333.418966151
18,68953.259268958
18,69325.706792078
18,69436.242784254
18,69643.203170613
18,69743.119324384
18,69786.64904622
18,69826.900547546
18,69875.680560587
19,0
19,527.29789871602
